"","iteraciones","distancia","masa"
"3309",9,0.0125707102832698,"34"
"3310",10,0.0158939578446525,"30"
"3311",11,0.0245886781998778,"81"
"3312",12,0.00847431068701652,"13"
"3313",13,0.0191509492232539,"59"
"3314",14,0.0169797632972337,"69"
"3315",15,0.0171634723624641,"75"
"3316",16,0.0135751613474195,"41"
"3317",17,0.0161203581420248,"43"
"3318",18,0.018403539196164,"98"
"3319",19,0.0170142503961091,"54"
"3320",20,0.0157113130338467,"39"
"3321",21,0.0153910193047966,"48"
"3322",22,0.0234312837138272,"75"
"3323",23,0.0171503340527135,"54"
"3324",24,0.0116186523163056,"27"
"3325",25,0.0267621082337826,"101"
"3326",26,0.018313876201448,"59"
"3327",27,0.024822717461206,"83"
"3328",28,0.0135668599235851,"21"
"3329",29,0.00923829509016916,"8"
"3330",30,0.0174353698779268,"121"
"3331",31,0.0135704570759502,"21"
"3332",32,0.0183203149648806,"95"
"3333",33,0.0182739682722245,"59"
"3334",34,0.0183185930019733,"105"
"3335",35,0.0169300803822838,"86"
"3336",36,0.0141132224591056,"24"
"3337",37,0.0117415350647815,"16"
"3338",38,0.00800515342446548,"9"
"3339",39,0.0157960788443181,"50"
"3340",40,0.00795523406707546,"17"
"3341",41,0.0153049992152864,"33"
"3342",42,0.0146962033939913,"46"
"3343",43,0.00723166415388337,"12"
"3344",44,0.0249172024696923,"119"
"3345",45,0.0243590820707813,"83"
"3346",46,0.0159116307720705,"41"
"3347",47,0.0173450909521413,"63"
"3348",48,0.0255805352648602,"118"
"3349",49,0.0164696692026119,"46"
"3350",50,0.0116307387325365,"28"
"3351",1,0.0098577177915237,"20"
"3352",2,0.00266171370609597,"5"
"3353",3,0.00918569390188149,"41"
"3354",4,0.00962383285126989,"21"
"3355",5,0.00657890165286901,"23"
"3356",6,0.0087454762971014,"14"
"3357",7,0.00786052115139324,"13"
"3358",8,0.00944683025637162,"36"
"3359",9,0.0087520846535427,"34"
"3360",10,0.0118641396723617,"30"
"3361",11,0.0217149147103703,"81"
"3362",12,0.00472221455934162,"13"
"3363",13,0.0173128305434875,"59"
"3364",14,0.0158756758755456,"69"
"3365",15,0.0163869191078977,"75"
"3366",16,0.00948390907083081,"41"
"3367",17,0.0136257115057556,"43"
"3368",18,0.0165871103005447,"98"
"3369",19,0.0166651132993621,"54"
"3370",20,0.0128791994036235,"39"
"3371",21,0.0134941365404759,"48"
